Kernel, Class Weight, Accuracy
rbf, balanced, 0.3044727272727245
rbf, 1, 0.33024242424242184
sigmoid, balanced, 0.13426666666666526
sigmoid, 1, 0.28903030303030003
linear, balanced, 0.25566666666666477
linear, 1, 0.2857878787878764
poly2, balanced, 0.29024848484848265
poly2, 1, 0.32122424242424114
poly3, balanced, 0.2742909090909062
poly3, 1, 0.28893333333333077
poly5, balanced, 0.25107878787878646
poly5, 1, 0.27102424242423984
